"Plot Title: 9724974"
#;Date;Time;Temp (°F) LGR S/N: 9724974,  #9724974;Temp (°F) LGR S/N: 9724974,  #9724974;Coupler Detached LGR S/N: 9724974;Coupler Attached LGR S/N: 9724974;Host Connected LGR S/N: 9724974;End Of File LGR S/N: 9724974
1028;30/09/10;09:00:00.0;37,465;33,138;;;;
1029;30/09/10;10:00:00.0;37,321;35,541;;;;
1030;30/09/10;11:00:00.0;37,893;35,346;;;;
1031;30/09/10;12:00:00.0;38,937;36,795;;;;
1032;30/09/10;13:00:00.0;40,204;39,031;;;;
1033;30/09/10;14:00:00.0;42,525;40,951;;;;
1034;30/09/10;15:00:00.0;44,263;44,310;;;;
1035;30/09/10;16:00:00.0;43,030;44,082;;;;
1036;30/09/10;17:00:00.0;42,616;42,616;;;;
1037;30/09/10;18:00:00.0;42,156;41,230;;;;
1038;30/09/10;19:00:00.0;42,294;39,360;;;;
1039;30/09/10;20:00:00.0;42,800;38,037;;;;
1040;30/09/10;21:00:00.0;41,925;36,410;;;;
1041;30/09/10;22:00:00.0;41,648;34,516;;;;
1042;30/09/10;23:00:00.0;42,663;33,780;;;;
1043;01/10/10;00:00:00.0;42,109;32,193;;;;
1044;01/10/10;01:00:00.0;42,892;32,990;;;;
1045;01/10/10;02:00:00.0;45,172;32,990;;;;
1046;01/10/10;03:00:00.0;42,064;32,891;;;;
1047;01/10/10;04:00:00.0;42,663;32,790;;;;
1048;01/10/10;05:00:00.0;42,433;32,691;;;;
1049;01/10/10;06:00:00.0;42,202;32,641;;;;
1050;01/10/10;07:00:00.0;41,043;32,491;;;;
1051;01/10/10;08:00:00.0;41,230;32,392;;;;
1052;01/10/10;09:00:00.0;40,811;32,392;;;;
1053;01/10/10;10:00:00.0;43,443;32,392;;;;
1054;01/10/10;11:00:00.0;44,809;32,443;;;;
1055;01/10/10;12:00:00.0;45,082;32,742;;;;
1056;01/10/10;13:00:00.0;48,493;39,924;;;;
1057;01/10/10;14:00:00.0;50,445;43,853;;;;
1058;01/10/10;15:00:00.0;50,797;45,896;;;;
1059;01/10/10;16:00:00.0;48,493;45,534;;;;
1060;01/10/10;17:00:00.0;45,986;43,075;;;;
1061;01/10/10;18:00:00.0;46,751;42,386;;;;
1062;01/10/10;19:00:00.0;43,306;40,438;;;;
1063;01/10/10;20:00:00.0;41,508;38,937;;;;
1064;01/10/10;21:00:00.0;41,416;36,891;;;;
1065;01/10/10;22:00:00.0;40,438;36,217;;;;
1066;01/10/10;23:00:00.0;37,465;36,266;;;;
1067;02/10/10;00:00:00.0;36,025;35,443;;;;
1068;02/10/10;01:00:00.0;35,395;35,249;;;;
1069;02/10/10;02:00:00.0;34,468;34,419;;;;
1070;02/10/10;03:00:00.0;33,780;33,879;;;;
1071;02/10/10;04:00:00.0;33,584;33,386;;;;
1072;02/10/10;05:00:00.0;33,681;33,089;;;;
1073;02/10/10;06:00:00.0;33,831;32,891;;;;
1074;02/10/10;07:00:00.0;33,485;32,790;;;;
1075;02/10/10;08:00:00.0;33,237;32,592;;;;
1076;02/10/10;09:00:00.0;33,681;32,542;;;;
1077;02/10/10;10:00:00.0;32,443;32,542;;;;
1078;02/10/10;11:00:00.0;33,780;32,592;;;;
1079;02/10/10;12:00:00.0;34,027;32,592;;;;
1080;02/10/10;13:00:00.0;34,371;32,691;;;;
1081;02/10/10;14:00:00.0;35,298;34,907;;;;
1082;02/10/10;15:00:00.0;36,891;37,751;;;;
1083;02/10/10;16:00:00.0;37,035;37,274;;;;
1084;02/10/10;17:00:00.0;37,416;37,081;;;;
1085;02/10/10;18:00:00.0;37,274;36,410;;;;
1086;02/10/10;19:00:00.0;34,223;34,419;;;;
1087;02/10/10;20:00:00.0;32,542;33,435;;;;
1088;02/10/10;21:00:00.0;32,592;33,089;;;;
1089;02/10/10;22:00:00.0;32,392;32,790;;;;
1090;02/10/10;23:00:00.0;33,831;32,592;;;;
1091;03/10/10;00:00:00.0;34,027;32,491;;;;
1092;03/10/10;01:00:00.0;34,174;32,443;;;;
1093;03/10/10;02:00:00.0;34,810;32,342;;;;
1094;03/10/10;03:00:00.0;34,761;32,342;;;;
1095;03/10/10;04:00:00.0;34,124;32,293;;;;
1096;03/10/10;05:00:00.0;33,928;32,243;;;;
1097;03/10/10;06:00:00.0;33,287;32,193;;;;
1098;03/10/10;07:00:00.0;33,633;32,142;;;;
1099;03/10/10;08:00:00.0;33,237;32,092;;;;
1100;03/10/10;09:00:00.0;32,592;31,993;;;;
1101;03/10/10;10:00:00.0;34,615;31,993;;;;
1102;03/10/10;11:00:00.0;34,664;32,043;;;;
1103;03/10/10;12:00:00.0;34,664;32,043;;;;
1104;03/10/10;13:00:00.0;38,131;32,043;;;;
1105;03/10/10;14:00:00.0;39,173;32,092;;;;
1106;03/10/10;15:00:00.0;39,031;32,142;;;;
1107;03/10/10;16:00:00.0;38,653;32,193;;;;
1108;03/10/10;17:00:00.0;37,465;32,392;;;;
1109;03/10/10;18:00:00.0;36,795;32,990;;;;
1110;03/10/10;19:00:00.0;36,072;32,940;;;;
1111;03/10/10;20:00:00.0;36,554;32,592;;;;
1112;03/10/10;21:00:00.0;36,025;32,691;;;;
1113;03/10/10;22:00:00.0;36,313;32,592;;;;
1114;03/10/10;23:00:00.0;36,072;32,592;;;;
1115;04/10/10;00:00:00.0;35,249;32,592;;;;
1116;04/10/10;01:00:00.0;34,124;32,542;;;;
1117;04/10/10;02:00:00.0;34,027;32,491;;;;
1118;04/10/10;03:00:00.0;33,386;32,443;;;;
1119;04/10/10;04:00:00.0;32,193;32,392;;;;
1120;04/10/10;05:00:00.0;30,936;32,193;;;;
1121;04/10/10;06:00:00.0;30,376;31,942;;;;
1122;04/10/10;07:00:00.0;29,867;31,642;;;;
1123;04/10/10;08:00:00.0;29,097;31,037;;;;
1124;04/10/10;09:00:00.0;28,839;30,682;;;;
1125;04/10/10;10:00:00.0;29,406;30,376;;;;
1126;04/10/10;11:00:00.0;30,429;30,225;;;;
1127;04/10/10;12:00:00.0;31,339;30,123;;;;
1128;04/10/10;13:00:00.0;34,371;30,682;;;;
1129;04/10/10;14:00:00.0;36,072;31,440;;;;
1130;04/10/10;15:00:00.0;36,217;31,743;;;;
1131;04/10/10;16:00:00.0;33,732;31,692;;;;
