Date,Time,cm_0,cm_50,cm_75,cm_150,cm_250,cm_400
4/6/2018,10:00:00,6,-0.06,-0.088,-0.143,-0.171,-0.199
4/6/2018,12:00:00,5.102,-0.06,-0.088,-0.143,-0.171,-0.199
4/6/2018,14:00:00,4.61,-0.06,-0.116,-0.143,-0.171,-0.199
4/6/2018,16:00:00,4.714,-0.06,-0.088,-0.143,-0.171,-0.199
4/6/2018,18:00:00,3.643,-0.06,-0.116,-0.143,-0.171,-0.199
4/6/2018,20:00:00,2.61,-0.06,-0.088,-0.143,-0.171,-0.199
4/6/2018,22:00:00,0.742,-0.06,-0.088,-0.143,-0.171,-0.199
5/6/2018,0:00:00,0.412,-0.06,-0.116,-0.143,-0.171,-0.199
5/6/2018,2:00:00,0.356,-0.06,-0.116,-0.143,-0.171,-0.199
5/6/2018,4:00:00,0.273,-0.06,-0.116,-0.143,-0.171,-0.199
5/6/2018,6:00:00,0.439,-0.06,-0.116,-0.143,-0.171,-0.199
5/6/2018,8:00:00,1.534,-0.06,-0.116,-0.143,-0.171,-0.199
5/6/2018,10:00:00,5.745,-0.06,-0.088,-0.143,-0.171,-0.199
5/6/2018,12:00:00,8.369,-0.06,-0.088,-0.143,-0.171,-0.199
5/6/2018,14:00:00,8.494,-0.06,-0.088,-0.143,-0.171,-0.199
5/6/2018,16:00:00,8.344,-0.06,-0.088,-0.143,-0.171,-0.199
5/6/2018,18:00:00,9.238,-0.06,-0.088,-0.143,-0.171,-0.199
5/6/2018,20:00:00,7.72,-0.06,-0.088,-0.143,-0.171,-0.199
5/6/2018,22:00:00,4.869,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,0:00:00,3.827,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,2:00:00,2.61,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,4:00:00,2.396,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,6:00:00,3.459,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,8:00:00,5.128,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,10:00:00,11.88,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,12:00:00,13.497,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,14:00:00,15.963,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,16:00:00,16.511,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,18:00:00,15.796,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,20:00:00,10.271,-0.06,-0.088,-0.143,-0.171,-0.199
6/6/2018,22:00:00,5.847,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,0:00:00,2.77,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,2:00:00,1.289,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,4:00:00,1.371,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,6:00:00,3.301,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,8:00:00,9.188,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,10:00:00,13.978,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,12:00:00,14.697,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,14:00:00,17.177,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,16:00:00,16.415,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,18:00:00,15.581,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,20:00:00,12.823,-0.06,-0.088,-0.143,-0.171,-0.199
7/6/2018,22:00:00,6.153,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,0:00:00,2.396,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,2:00:00,2.45,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,4:00:00,1.615,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,6:00:00,2.53,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,8:00:00,9.534,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,10:00:00,16.129,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,12:00:00,21.795,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,14:00:00,22.321,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,16:00:00,18.866,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,18:00:00,14.888,-0.06,-0.088,-0.143,-0.171,-0.199
8/6/2018,20:00:00,11.832,-0.032,-0.088,-0.143,-0.171,-0.199
8/6/2018,22:00:00,7.795,-0.032,-0.088,-0.143,-0.171,-0.199
9/6/2018,0:00:00,5.024,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,2:00:00,1.751,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,4:00:00,2.074,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,6:00:00,3.036,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,8:00:00,6.23,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,10:00:00,8.866,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,12:00:00,8.245,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,14:00:00,8.916,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,16:00:00,9.903,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,18:00:00,11.589,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,20:00:00,8.145,-0.06,-0.088,-0.143,-0.171,-0.199
9/6/2018,22:00:00,6.102,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,0:00:00,3.195,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,2:00:00,2.343,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,4:00:00,0.605,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,6:00:00,0.329,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,8:00:00,5.847,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,10:00:00,13.329,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,12:00:00,15.605,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,14:00:00,19.413,-0.06,-0.088,-0.143,-0.171,-0.199
10/6/2018,16:00:00,19.508,-0.032,-0.088,-0.143,-0.171,-0.199
10/6/2018,18:00:00,16.344,-0.032,-0.088,-0.143,-0.171,-0.199
10/6/2018,20:00:00,12.727,-0.032,-0.088,-0.143,-0.171,-0.199
10/6/2018,22:00:00,7.995,-0.032,-0.088,-0.143,-0.171,-0.199
11/6/2018,0:00:00,1.724,-0.032,-0.088,-0.143,-0.171,-0.199
11/6/2018,2:00:00,-0.76,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,4:00:00,-1.756,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,6:00:00,-0.339,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,8:00:00,3.696,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,10:00:00,10.614,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,12:00:00,13.353,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,14:00:00,13.786,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,16:00:00,13.93,-0.032,-0.088,-0.143,-0.171,-0.199
11/6/2018,18:00:00,11.2,-0.06,-0.088,-0.143,-0.171,-0.199
11/6/2018,20:00:00,9.805,-0.032,-0.088,-0.143,-0.171,-0.199
11/6/2018,22:00:00,7.995,-0.06,-0.088,-0.143,-0.171,-0.199
12/6/2018,0:00:00,5.847,-0.06,-0.088,-0.143,-0.171,-0.199
12/6/2018,2:00:00,2.823,-0.06,-0.088,-0.143,-0.171,-0.199
12/6/2018,4:00:00,2.182,-0.06,-0.088,-0.143,-0.171,-0.199
12/6/2018,6:00:00,3.063,-0.06,-0.088,-0.143,-0.171,-0.199
12/6/2018,8:00:00,9.139,-0.06,-0.088,-0.143,-0.171,-0.199
12/6/2018,10:00:00,17.368,-0.06,-0.088,-0.143,-0.171,-0.199
12/6/2018,12:00:00,17.558,-0.032,-0.088,-0.143,-0.171,-0.199
12/6/2018,14:00:00,19.199,-0.032,-0.088,-0.116,-0.171,-0.199
12/6/2018,16:00:00,18.985,-0.032,-0.088,-0.143,-0.171,-0.199
12/6/2018,18:00:00,14.553,-0.032,-0.088,-0.143,-0.171,-0.199
12/6/2018,20:00:00,12.364,-0.032,-0.088,-0.143,-0.171,-0.199
12/6/2018,22:00:00,8.817,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,0:00:00,6.611,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,2:00:00,5.847,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,4:00:00,5.975,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,6:00:00,4.48,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,8:00:00,4.714,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,10:00:00,6.535,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,12:00:00,7.419,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,14:00:00,12.871,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,16:00:00,11.662,-0.032,-0.06,-0.143,-0.171,-0.199
13/06/2018,18:00:00,8.965,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,20:00:00,8.916,-0.032,-0.088,-0.143,-0.171,-0.199
13/06/2018,22:00:00,6.026,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,0:00:00,4.844,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,2:00:00,4.402,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,4:00:00,3.617,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,6:00:00,3.617,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,8:00:00,5.308,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,10:00:00,8.469,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,12:00:00,18.295,-0.032,-0.06,-0.143,-0.171,-0.199
14/06/2018,14:00:00,20.388,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,16:00:00,9.213,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,18:00:00,11.613,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,20:00:00,9.509,-0.032,-0.088,-0.143,-0.171,-0.199
14/06/2018,22:00:00,8.618,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,0:00:00,7.519,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,2:00:00,6.408,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,4:00:00,6.23,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,6:00:00,6.509,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,8:00:00,8.319,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,10:00:00,11.613,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,12:00:00,17.249,-0.032,-0.06,-0.143,-0.171,-0.199
15/06/2018,14:00:00,20.889,-0.032,-0.088,-0.143,-0.171,-0.199
15/06/2018,16:00:00,21.867,-0.032,-0.06,-0.143,-0.171,-0.199
15/06/2018,18:00:00,18.628,-0.032,-0.06,-0.143,-0.171,-0.199
15/06/2018,20:00:00,15.199,-0.004,-0.088,-0.143,-0.171,-0.199
15/06/2018,22:00:00,9.213,-0.004,-0.06,-0.143,-0.171,-0.199
16/06/2018,0:00:00,4.402,-0.032,-0.088,-0.143,-0.171,-0.199
16/06/2018,2:00:00,1.453,-0.032,-0.088,-0.143,-0.171,-0.199
16/06/2018,4:00:00,-0.227,-0.032,-0.088,-0.143,-0.171,-0.199
16/06/2018,6:00:00,0.051,-0.032,-0.088,-0.143,-0.171,-0.199
16/06/2018,8:00:00,8.22,-0.032,-0.06,-0.143,-0.171,-0.199
16/06/2018,10:00:00,19.888,-0.032,-0.06,-0.143,-0.171,-0.199
16/06/2018,12:00:00,23.497,-0.032,-0.06,-0.143,-0.171,-0.199
16/06/2018,14:00:00,29.89,-0.004,-0.06,-0.143,-0.171,-0.199
16/06/2018,16:00:00,28.147,-0.004,-0.06,-0.143,-0.171,-0.199
16/06/2018,18:00:00,25.065,-0.004,-0.06,-0.143,-0.171,-0.199
16/06/2018,20:00:00,19.46,-0.004,-0.06,-0.143,-0.171,-0.199
16/06/2018,22:00:00,14.122,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,0:00:00,9.608,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,2:00:00,8.22,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,4:00:00,6.889,-0.004,-0.088,-0.143,-0.171,-0.199
17/06/2018,6:00:00,9.163,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,8:00:00,15.199,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,10:00:00,25.404,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,12:00:00,27.136,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,14:00:00,30.9,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,16:00:00,31.714,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,18:00:00,28.221,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,20:00:00,21.772,-0.004,-0.06,-0.143,-0.171,-0.199
17/06/2018,22:00:00,13.954,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,0:00:00,9.015,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,2:00:00,6.026,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,4:00:00,4.22,-0.004,-0.088,-0.143,-0.171,-0.199
18/06/2018,6:00:00,5.024,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,8:00:00,15.652,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,10:00:00,26.671,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,12:00:00,30.646,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,14:00:00,36.335,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,16:00:00,33.652,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,18:00:00,29.24,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,20:00:00,23.376,-0.004,-0.06,-0.143,-0.171,-0.199
18/06/2018,22:00:00,17.106,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,0:00:00,11.419,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,2:00:00,8.668,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,4:00:00,7.066,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,6:00:00,8.02,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,8:00:00,17.605,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,10:00:00,27.308,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,12:00:00,31.714,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,14:00:00,36.987,-0.004,-0.06,-0.143,-0.171,-0.199
19/06/2018,16:00:00,34.916,0.024,-0.06,-0.143,-0.171,-0.199
19/06/2018,18:00:00,32.175,0.024,-0.06,-0.143,-0.171,-0.199
19/06/2018,20:00:00,26.378,0.024,-0.06,-0.143,-0.171,-0.199
19/06/2018,22:00:00,18.271,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,0:00:00,12.34,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,2:00:00,9.064,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,4:00:00,7.318,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,6:00:00,9.361,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,8:00:00,17.082,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,10:00:00,28.097,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,12:00:00,31.357,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,14:00:00,34.73,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,16:00:00,31.408,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,18:00:00,26.109,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,20:00:00,21.413,0.024,-0.06,-0.143,-0.171,-0.199
20/06/2018,22:00:00,17.13,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,0:00:00,12.34,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,2:00:00,10.883,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,4:00:00,7.695,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,6:00:00,9.139,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,8:00:00,17.106,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,10:00:00,24.243,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,12:00:00,30.697,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,14:00:00,25.234,0.051,-0.06,-0.143,-0.171,-0.199
21/06/2018,16:00:00,15.199,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,18:00:00,16.415,0.024,-0.06,-0.143,-0.171,-0.199
21/06/2018,20:00:00,16.249,0.051,-0.06,-0.143,-0.171,-0.199
21/06/2018,22:00:00,13.834,0.051,-0.06,-0.143,-0.171,-0.199
22/06/2018,0:00:00,12.485,0.024,-0.06,-0.143,-0.171,-0.199
22/06/2018,2:00:00,12.122,0.051,-0.06,-0.143,-0.171,-0.199
22/06/2018,4:00:00,11.224,0.024,-0.06,-0.143,-0.171,-0.199
22/06/2018,6:00:00,11.613,0.024,-0.06,-0.143,-0.171,-0.199
22/06/2018,8:00:00,14.266,0.024,-0.06,-0.143,-0.171,-0.199
22/06/2018,10:00:00,15.461,0.024,-0.06,-0.143,-0.171,-0.199
22/06/2018,12:00:00,19.413,0.051,-0.06,-0.143,-0.171,-0.199
22/06/2018,14:00:00,18.224,0.024,-0.06,-0.143,-0.171,-0.199
22/06/2018,16:00:00,18.533,0.024,-0.06,-0.143,-0.171,-0.199
22/06/2018,18:00:00,18.129,0.051,-0.06,-0.143,-0.171,-0.199
22/06/2018,20:00:00,16.654,0.051,-0.06,-0.143,-0.171,-0.199
22/06/2018,22:00:00,13.834,0.051,-0.06,-0.143,-0.171,-0.199
23/06/2018,0:00:00,7.594,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,2:00:00,4.194,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,4:00:00,2.101,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,6:00:00,2.289,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,8:00:00,9.879,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,10:00:00,21.628,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,12:00:00,25.065,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,14:00:00,26.451,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,16:00:00,19.888,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,18:00:00,21.748,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,20:00:00,14.17,0.024,-0.06,-0.143,-0.171,-0.199
23/06/2018,22:00:00,10.443,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,0:00:00,6.23,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,2:00:00,3.009,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,4:00:00,1.317,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,6:00:00,1.289,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,8:00:00,10.687,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,10:00:00,19.746,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,12:00:00,23.256,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,14:00:00,22.369,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,16:00:00,19.841,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,18:00:00,19.246,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,20:00:00,15.557,0.024,-0.06,-0.143,-0.171,-0.199
24/06/2018,22:00:00,12.074,0.024,-0.06,-0.143,-0.171,-0.199
25/06/2018,0:00:00,10.541,0.024,-0.06,-0.143,-0.171,-0.199
25/06/2018,2:00:00,9.213,0.024,-0.06,-0.143,-0.171,-0.199
25/06/2018,4:00:00,7.97,0.024,-0.06,-0.143,-0.171,-0.199
25/06/2018,6:00:00,7.945,0.024,-0.06,-0.143,-0.171,-0.199
25/06/2018,8:00:00,8.543,0.024,-0.06,-0.143,-0.171,-0.199
25/06/2018,10:00:00,9.04,0.024,-0.06,-0.143,-0.171,-0.199
25/06/2018,12:00:00,10.075,0.051,-0.06,-0.143,-0.171,-0.199
25/06/2018,14:00:00,10.516,0.051,-0.06,-0.143,-0.171,-0.199
25/06/2018,16:00:00,10.492,0.051,-0.06,-0.143,-0.171,-0.199
25/06/2018,18:00:00,10.222,0.051,-0.06,-0.143,-0.171,-0.199
25/06/2018,20:00:00,8.792,0.051,-0.06,-0.143,-0.171,-0.199
25/06/2018,22:00:00,7.544,0.024,-0.06,-0.143,-0.171,-0.199
26/06/2018,0:00:00,6.864,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,2:00:00,6.763,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,4:00:00,6.914,0.024,-0.06,-0.143,-0.171,-0.199
26/06/2018,6:00:00,6.839,0.024,-0.06,-0.143,-0.171,-0.199
26/06/2018,8:00:00,7.519,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,10:00:00,8.369,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,12:00:00,9.015,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,14:00:00,8.693,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,16:00:00,10.541,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,18:00:00,10.394,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,20:00:00,9.485,0.051,-0.06,-0.143,-0.171,-0.199
26/06/2018,22:00:00,8.593,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,0:00:00,7.67,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,2:00:00,6.914,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,4:00:00,6.077,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,6:00:00,6.484,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,8:00:00,9.558,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,10:00:00,14.218,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,12:00:00,17.915,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,14:00:00,18.604,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,16:00:00,16.272,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,18:00:00,13.81,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,20:00:00,12.944,0.051,-0.06,-0.143,-0.171,-0.199
27/06/2018,22:00:00,9.064,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,0:00:00,4.272,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,2:00:00,1.371,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,4:00:00,0.051,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,6:00:00,-0.004,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,8:00:00,5.796,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,10:00:00,15.223,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,12:00:00,19.175,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,14:00:00,19.674,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,16:00:00,20.865,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,18:00:00,18.176,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,20:00:00,13.858,0.051,-0.06,-0.143,-0.171,-0.199
28/06/2018,22:00:00,11.37,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,0:00:00,9.46,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,2:00:00,8.394,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,4:00:00,7.92,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,6:00:00,7.945,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,8:00:00,9.04,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,10:00:00,12.122,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,12:00:00,20.889,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,14:00:00,15.819,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,16:00:00,15.533,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,18:00:00,17.629,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,20:00:00,15.079,0.051,-0.06,-0.143,-0.171,-0.199
29/06/2018,22:00:00,10.394,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,0:00:00,6.661,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,2:00:00,4.74,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,4:00:00,3.38,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,6:00:00,4.298,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,8:00:00,10.907,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,10:00:00,13.618,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,12:00:00,18.01,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,14:00:00,16.749,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,16:00:00,9.854,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,18:00:00,12.751,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,20:00:00,11.686,0.051,-0.06,-0.143,-0.171,-0.199
30/06/2018,22:00:00,8.394,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,0:00:00,7.419,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,2:00:00,5.642,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,4:00:00,5.076,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,6:00:00,6.509,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,8:00:00,9.608,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,10:00:00,9.903,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,12:00:00,11.807,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,14:00:00,15.414,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,16:00:00,14.17,0.051,-0.06,-0.143,-0.171,-0.199
1/7/2018,18:00:00,12.823,0.079,-0.06,-0.143,-0.171,-0.199
1/7/2018,20:00:00,11.2,0.079,-0.06,-0.143,-0.171,-0.199
1/7/2018,22:00:00,9.361,0.051,-0.06,-0.143,-0.171,-0.199
2/7/2018,0:00:00,8.045,0.079,-0.06,-0.143,-0.171,-0.199
2/7/2018,2:00:00,7.419,0.079,-0.06,-0.143,-0.171,-0.199
2/7/2018,4:00:00,7.015,0.051,-0.06,-0.143,-0.171,-0.199
2/7/2018,6:00:00,7.217,0.051,-0.06,-0.143,-0.171,-0.199
2/7/2018,8:00:00,8.543,0.079,-0.06,-0.143,-0.171,-0.199
